Date,City,State,Position,Shape,Duration,Summary,DayOfYear,DayOfWeek,WeekNum
42088.83333,"Entity[""City"", {""Washougal"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{45.5811207, -122.3430548}]","Missing[""NotAvailable""]","Quantity[7, ""Minutes""]","Oscillating, vibrating craft over wooded neighborhood.",84,4,13
42088.89583,"Entity[""City"", {""Hedgesville"", ""WestVirginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""WestVirginia"", ""UnitedStates""}]","GeoPosition[{39.5544296, -77.9944835}]",sphere,"Quantity[12, ""Minutes""]",Large bright sphere seen above Hedgesville forest near Morgan County.,84,4,13
42088.89583,"Entity[""City"", {""VeroBeach"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{27.6472203, -80.3931364}]",changing,"Missing[""NoInput""]","Two orbs changing color and shapes in Vero Beach, Flordia.",84,4,13
42089.84722,"Entity[""City"", {""LakeWales"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{27.9207082, -81.5994993}]",fireball,"Quantity[5, ""Minutes""]","Saw 2 fireballs side by side in the sky, then faded out one by one and disappeared. About a minute later, saw another one to the right",85,5,13
42089.85417,"Entity[""City"", {""Miami"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{25.775163, -80.2086152}]",fireball,"Quantity[30, ""Seconds""]",Slow moving flaming fireball and falling fireball.,85,5,13
42089.875,"Entity[""City"", {""Portland"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{45.5369506, -122.649971}]",fireball,"Quantity[2, ""Minutes""]","Three pulsating fireballs. No direct path. Hovered around, kind of danced until it quickly faded away.",85,5,13
42089.95833,"Entity[""City"", {""HuntingtonBeach"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.6905687, -118.00933}]",changing,"Quantity[30, ""Minutes""]",UFO or runaway astroid or religious.,85,5,13
42090.04167,"Entity[""City"", {""Southbridge"", ""Massachusetts"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Massachusetts"", ""UnitedStates""}]","GeoPosition[{42.078382, -72.037903}]",triangle,"Quantity[2, ""Hours""]",A single triangular shaped object showed up in the sky above the street from the house I was staying at with my brother. It hovered and,86,6,13
42090.27083,"Entity[""City"", {""Erwin"", ""Tennessee"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Tennessee"", ""UnitedStates""}]","GeoPosition[{36.1458332, -82.4119944}]",light,"Quantity[5, ""Minutes""]",i was just about to leave my house to go to school when i noticed a light moving fast across the sky. at first i thought it was a plane,86,6,13
42090.34306,"Entity[""City"", {""HollyRidge"", ""NorthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NorthCarolina"", ""UnitedStates""}]","GeoPosition[{34.4934822, -77.5631502}]",triangle,"Quantity[2, ""Minutes""]",Green Lights Triangle Patter,86,6,13
42090.41667,"Entity[""City"", {""Pendleton"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{45.6745641, -118.8178533}]",other,"Quantity[2, ""Minutes""]","Silver-ish object unmoving in sky for 2 minutes, disappears, appears in another position before disappearing.",86,6,13
42090.70833,"Entity[""City"", {""Columbus"", ""Georgia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Georgia"", ""UnitedStates""}]","GeoPosition[{32.510197, -84.874946}]",circle,"Quantity[1, ""Minutes""]",Very off shaped because drone have propellers on the bottom part.,86,6,13
42090.82292,"Entity[""City"", {""Manchester"", ""NewHampshire"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewHampshire"", ""UnitedStates""}]","GeoPosition[{42.9846891, -71.4438932}]",sphere,"Quantity[2.5, ""Hours""]",4-6 white orbs of light (at times green) in sky circling and going straight back and forth within cloud.,86,6,13
42090.82639,"Entity[""City"", {""Holbrook"", ""Massachusetts"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Massachusetts"", ""UnitedStates""}]","GeoPosition[{42.1489129, -71.0037371}]",fireball,"Quantity[1, ""Minutes""]","Orange round fireballs in the sky, at least 30 of them hovering over street above treetops.",86,6,13
42090.84375,"Entity[""City"", {""Loveland"", ""Colorado"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Colorado"", ""UnitedStates""}]","GeoPosition[{40.41708, -105.0618552}]",fireball,"Quantity[15, ""Minutes""]",I was going out to eat when i saw red fireballs that apeared to be coming up from the ground on the west side of town.. They would fly,86,6,13
42090.86736,"Entity[""City"", {""Burlington"", ""Wisconsin"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Wisconsin"", ""UnitedStates""}]","GeoPosition[{42.6752796, -88.2719212}]",disk,"Quantity[1, ""Minutes""]",Was driving into burlington from milwaukee heading south. By the time I was pulling up to the light by walmart and taco bell I saw this,86,6,13
42090.875,"Entity[""City"", {""Milwaukee"", ""Wisconsin"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Wisconsin"", ""UnitedStates""}]","GeoPosition[{43.0633484, -87.9666952}]",triangle,"Quantity[15, ""Minutes""]",Dozens of orange lights traveling over Milwaukee south west side sky.,86,6,13
42090.94097,"Entity[""City"", {""VernonHills"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{42.2344074, -87.9610644}]",formation,"Quantity[30, ""Seconds""]",pinpoint lights in V formation seen in the night sky,86,6,13
42090.95833,"Entity[""City"", {""FortMyersBeach"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{26.4325362, -81.916746}]",triangle,"Missing[""NoInput""]",A friend and I were watching for satellites tonight when I noticed 5 dimly lit orange lights shaped in a triangular formation.,86,6,13
42090.97917,"Entity[""City"", {""SaintLouis"", ""Missouri"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Missouri"", ""UnitedStates""}]","GeoPosition[{38.6356988, -90.2445816}]",diamond,"Quantity[2, ""Minutes""]",The rapid blinking and bright color of the object.,86,6,13
42091,"Entity[""City"", {""Brooksville"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{28.553529, -82.388668}]","Missing[""NotAvailable""]","Quantity[5, ""Minutes""]",Possible UFO on Cortez blvd in Brooksville FL,87,7,13
42091.11458,"Entity[""City"", {""Gainesville"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{29.6788314, -82.345878}]",light,"Quantity[2, ""Minutes""]",Yellowish light moving across the sky at a high rate of speed made a quick circle into a zig zag then quickly back in the direction it,87,7,13
42091.45833,"Entity[""City"", {""FortStockton"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{30.8926729, -102.8857066}]",circle,"Quantity[15, ""Seconds""]","Traveling east on I-10 in Fort Stockton, TX at approximately 11:00 am, I witnessed a very bright flash of light, that appeared to be th",87,7,13
42091.83333,"Entity[""City"", {""Gilbert"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.3102088, -111.7421907}]",other,"Quantity[5, ""Minutes""]",Fireballs in the sky.,87,7,13
42091.86111,"Entity[""City"", {""Mesa"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.4019259, -111.7173787}]",light,"Quantity[35, ""Minutes""]",Large Bright Light with Red Thin Lights Shooting Out.,87,7,13
42091.87847,"Entity[""City"", {""Lincoln"", ""Nebraska"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Nebraska"", ""UnitedStates""}]","GeoPosition[{40.8089574, -96.6803544}]",light,"Quantity[1, ""Minutes""]",Low orbit orb in western sky.,87,7,13
42091.8875,"Entity[""City"", {""BoyntonBeach"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{26.5283266, -80.0807345}]",fireball,"Quantity[3, ""Minutes""]","Silent, orange ball of ""fire"" seen in the sky over Boynton Beach, FL - HAVE VIDEO AND PICTURE.",87,7,13
42091.91667,"Entity[""City"", {""SanFrancisco"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.759881, -122.437392}]",circle,"Quantity[2, ""Minutes""]",Solid unnatural moving light.,87,7,13
42091.95139,"Entity[""City"", {""Austin"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{30.3071816, -97.7559964}]",triangle,"Quantity[30, ""Seconds""]","Craft observed as I passed it while driving on US 183 along he secion called Ed Bluestein Blvd. About the size of a 737, 5 white lights",87,7,13
42091.95833,"Entity[""City"", {""Charlotte"", ""NorthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NorthCarolina"", ""UnitedStates""}]","GeoPosition[{35.2087069, -80.8307389}]",light,"Quantity[10, ""Seconds""]",Green light shooting straight down from the sky.,87,7,13
42091.95833,"Entity[""City"", {""SaintPetersburg"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{27.7619755, -82.644055}]",other,"Quantity[10, ""Seconds""]","Long, tubular white lights and fast.",87,7,13
42091.96875,"Entity[""City"", {""Ekron"", ""Kentucky"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Kentucky"", ""UnitedStates""}]","GeoPosition[{37.9306855, -86.1774202}]",sphere,"Quantity[3, ""Minutes""]","Orange round light object flying near ekron, ky at a high rate of speed.",87,7,13
42092.41319,"Entity[""City"", {""Oskaloosa"", ""Iowa"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Iowa"", ""UnitedStates""}]","GeoPosition[{41.2904383, -92.6384993}]",light,"Quantity[1, ""Minutes""]",Bright lights in the night sky going really fast.,88,1,14
42092.90625,"Entity[""City"", {""Brownsville"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{44.3922624, -122.9833875}]",changing,"Quantity[30, ""Minutes""]","Big, bright, orangish, hovering light that blinked colors.",88,1,14
42092.9375,"Entity[""City"", {""JeffersonCity"", ""Missouri"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Missouri"", ""UnitedStates""}]","GeoPosition[{38.5674612, -92.1752539}]",chevron,"Quantity[5, ""Minutes""]",Chevron shaped light with comet tail.,88,1,14
42092.96528,"Entity[""City"", {""Cottonwood"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{40.3904271, -122.286097}]",fireball,"Quantity[5, ""Seconds""]",I was sky watching before going to bed I saw bright ball with what looked like fire coming from the back going from South to North.,88,1,14
42093.16875,"Entity[""City"", {""RockHill"", ""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","GeoPosition[{34.943368, -81.0214512}]",light,"Quantity[7, ""Minutes""]","We heard a strange sound like a train or engine with lots of air , in the sky saw 4 blue lights was just a flash",89,2,14
42093.51736,"Entity[""City"", {""Tacoma"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{47.2521991, -122.4598318}]",disk,"Quantity[10, ""Seconds""]",Black disk.,89,2,14
42093.87569,"Entity[""City"", {""OregonCity"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{45.3413145, -122.5923267}]",sphere,"Missing[""NoInput""]",Black sphere shaped flying object with blue light coming out of the center.,89,2,14
42093.91667,"Entity[""City"", {""Angleton"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{29.1691953, -95.4289732}]",oval,"Quantity[20, ""Seconds""]","The UFO came into view quickly hovered just over trees, green light in center white, and red lights, then the little craft quickly flew",89,2,14
42093.92361,"Entity[""City"", {""TybeeIsland"", ""Georgia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Georgia"", ""UnitedStates""}]","GeoPosition[{32.0088344, -80.8572855}]",triangle,"Quantity[3, ""Minutes""]","Saw a craft with three extremely bright, white lights flying soundlessly over the marsh and crossing HWY 80.",89,2,14
42094.19792,"Entity[""City"", {""Washington"", ""NewJersey"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewJersey"", ""UnitedStates""}]","GeoPosition[{40.7585245, -74.9831897}]",fireball,"Quantity[5, ""Seconds""]","Very low altitude, bright white light, much faster than a jet, yet no sound.",90,3,14
42094.80208,"Entity[""City"", {""Ruston"", ""Louisiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Louisiana"", ""UnitedStates""}]","GeoPosition[{32.5329861, -92.635327}]",cigar,"Quantity[1, ""Minutes""]",Cigar shaped chiseled front and satellite-looking UFO.,90,3,14
42094.84028,"Entity[""City"", {""Covington"", ""Louisiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Louisiana"", ""UnitedStates""}]","GeoPosition[{30.4802517, -90.1125768}]",disk,"Quantity[1, ""Minutes""]",Disc shaped object with a red light in the middle and a green flashing light on each side. It was about 300 ft above tree line. It was,90,3,14
42094.875,"Entity[""City"", {""Montpelier"", ""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","GeoPosition[{40.5494212, -85.2874163}]",light,"Quantity[3, ""Hours""]",Bright light moving around,90,3,14
42094.89583,"Entity[""City"", {""FortWayne"", ""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","GeoPosition[{41.0881729, -85.14388}]",triangle,"Quantity[30, ""Seconds""]","walked outside to see a craft i couldnt believe, even as i was staring at it trying to find reason to dismiss it.",90,3,14
42094.91667,"Entity[""City"", {""SaltLakeCity"", ""Utah"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Utah"", ""UnitedStates""}]","GeoPosition[{40.7785197, -111.9314142}]",triangle,"Quantity[5, ""Seconds""]",Was laying on a cart in front of Home Depot waiting for someone. I was kind of resting when I looked up at th,90,3,14
42094.27778,"Entity[""City"", {""Niceville"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{30.5284467, -86.4839102}]",circle,"Quantity[10, ""Seconds""]","Unidentified hovering craft in South Okaloosa County, Florida",90,3,14
42094.29861,"Entity[""City"", {""SouthCharleston"", ""WestVirginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""WestVirginia"", ""UnitedStates""}]","GeoPosition[{38.3489144, -81.7064623}]",diamond,"Quantity[5, ""Seconds""]",Bright metal craft In the sky.,90,3,14
42094.41667,"Entity[""City"", {""Bridgeport"", ""Connecticut"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Connecticut"", ""UnitedStates""}]","GeoPosition[{41.1873858, -73.1957339}]",sphere,"Quantity[2, ""Seconds""]",1 blue light moving a coss the the sky As fast as anything ive ever. Seen And silent,90,3,14
42094.66667,"Entity[""City"", {""Concordia"", ""Missouri"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Missouri"", ""UnitedStates""}]","GeoPosition[{38.9874809, -93.5685532}]",triangle,"Quantity[1, ""Minutes""]",Black triangle sighting.,90,3,14
42094.85417,"Entity[""City"", {""Turnersville"", ""NewJersey"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewJersey"", ""UnitedStates""}]","GeoPosition[{39.7664453, -75.0620025}]",cylinder,"Quantity[5, ""Minutes""]",Looked like a Chinese lantern but was above air craft path as going into Philly or Atlantic city but not as high as going to NYC. Colo,90,3,14
42094.85625,"Entity[""City"", {""Pittsburgh"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{40.4397525, -79.9765919}]",circle,"Quantity[3, ""Minutes""]",I was driving and noticed a flying object thinking it was an airplane. But seeing it having bright red light and noticed it was getting,90,3,14
42094.875,"Entity[""City"", {""Alamogordo"", ""NewMexico"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewMexico"", ""UnitedStates""}]","GeoPosition[{32.8836013, -105.963686}]",light,"Quantity[20, ""Minutes""]",Orange flashing lights over city.,90,3,14
42094.875,"Entity[""City"", {""Bristow"", ""Oklahoma"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oklahoma"", ""UnitedStates""}]","GeoPosition[{35.8335917, -96.3943949}]",triangle,"Quantity[45, ""Minutes""]","3-4 crafts cluster together in a triangular shape, hoovering in sky. Very bright lights",90,3,14
42094.91667,"Entity[""City"", {""Columbus"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{39.9847989, -82.9850438}]",fireball,"Quantity[5, ""Seconds""]","A green unit flashed across the sky going south west. It was like a meteorite but was a green color, a solid presence, lasted longer",90,3,14
42094.94792,"Entity[""City"", {""RockyPoint"", ""NewYork"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","GeoPosition[{40.9357455, -72.9363914}]",light,"Quantity[30, ""Seconds""]","I saw a bright green light go straight down above the tree line, then level off and disappear.",90,3,14
42095.01389,"Entity[""City"", {""Colfax"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{46.884033, -117.363668}]",triangle,"Quantity[2, ""Minutes""]","Triangle UFO seen South of Colfax, WA, on HWY 195",91,4,14
42095.04167,"Entity[""City"", {""Roswell"", ""NewMexico"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewMexico"", ""UnitedStates""}]","GeoPosition[{33.3734421, -104.5293929}]",light,"Quantity[2, ""Hours""]","Strange light, hovering in NM sky.",91,4,14
42095.35417,"Entity[""City"", {""Minden"", ""Nevada"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Nevada"", ""UnitedStates""}]","GeoPosition[{38.9583066, -119.7685902}]",light,"Quantity[5, ""Minutes""]",A light moving from south to north at a very rapid pace.Stopped about my 12 o'clock blew up into a bright ball (about 3 seconds) and th,91,4,14
42095.72917,"Entity[""City"", {""SalmonArm"", ""BritishColumbia"", ""Canada""}]","Entity[""AdministrativeDivision"", {""BritishColumbia"", ""Canada""}]","GeoPosition[{50.7, -119.29}]",disk,"Quantity[20, ""Minutes""]","Massive grey saucer shape, low altitude, moved towards me",91,4,14
42095.83333,"Entity[""City"", {""Kenner"", ""Louisiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Louisiana"", ""UnitedStates""}]","GeoPosition[{30.0102272, -90.2548196}]",circle,"Quantity[65, ""Seconds""]","Looking SOUTHEAST towards the moon, I noticed a few stars in the sky. A bright circular object, similar to a star, was stationary in t",91,4,14
42095.87986,"Entity[""City"", {""Birdsboro"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{40.2623285, -75.8101125}]",other,"Quantity[2, ""Minutes""]",Five reddish/yellow parachute shaped objects in a moving formation.,91,4,14
42095.92361,"Entity[""City"", {""MiamiLakes"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{25.9168404, -80.3205451}]","Missing[""NotAvailable""]","Quantity[60, ""Seconds""]",Yellowish bright solid light traveling west to east.,91,4,14
42096.80833,"Entity[""City"", {""Miami"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{25.775163, -80.2086152}]",light,"Quantity[2, ""Minutes""]","Watched a light move at a steady pace, but then swiftly for a split second and back again to its steady pace. Looked like a star.",92,5,14
42096.81597,"Entity[""City"", {""Yountville"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{38.3955283, -122.3669157}]",light,"Quantity[2, ""Minutes""]","Silent large white light growing and moving very slowly, then gone!",92,5,14
42096.8375,"Entity[""City"", {""Milton"", ""Vermont"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Vermont"", ""UnitedStates""}]","GeoPosition[{44.6334833, -73.1127453}]",sphere,"Quantity[5, ""Minutes""]",Orange light travelling East to West parallel with Milton-Westford Rd,92,5,14
42096.875,"Entity[""City"", {""Marfa"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{30.3107256, -104.0254329}]",triangle,"Quantity[15, ""Minutes""]","Silent unknown triangle aircraft with white and red lights seen near Marfa, TX.",92,5,14
42096.88056,"Entity[""City"", {""Kissimmee"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{28.3028538, -81.4178523}]","Missing[""NotAvailable""]","Quantity[2, ""Minutes""]","Fire looking object moving at a rapid pace, then just vanished.",92,5,14
42096.88542,"Entity[""City"", {""Rugby"", ""NorthDakota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NorthDakota"", ""UnitedStates""}]","GeoPosition[{48.3666292, -99.9921446}]",triangle,"Quantity[5, ""Seconds""]","US-2, Just past Rugby, ND.",92,5,14
42096.91667,"Entity[""City"", {""Juneau"", ""Alaska"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Alaska"", ""UnitedStates""}]","GeoPosition[{58.3727004, -134.1787807}]",flash,"Quantity[20, ""Seconds""]","3/22/15 22:00 Fairbanks AK Light 15 minutes Seen a few move across sky through the Big Dipper, last one seemed to bright flashes on and",92,5,14
42096.91667,"Entity[""City"", {""Juneau"", ""Alaska"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Alaska"", ""UnitedStates""}]","GeoPosition[{58.3727004, -134.1787807}]","Missing[""NotAvailable""]","Quantity[30, ""Seconds""]",Seen 5 which one of them shined very brightly for a a second moving south through the Big Dipper handle and all looked like bright star,92,5,14
42096.91667,"Entity[""City"", {""LosBanos"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.0633346, -120.8402558}]",sphere,"Quantity[20, ""Seconds""]",Small glowing orb spinning feet from me.,92,5,14
42096.91736,"Entity[""City"", {""SiestaKey"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{27.2748129, -82.5493269}]",light,"Quantity[105, ""Seconds""]","Bright glossy red orb appeared, path with slight directional change, dimmed/pulsed and vanished mid-flight near middle of the sky",92,5,14
42096.98611,"Entity[""City"", {""Muskogee"", ""Oklahoma"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oklahoma"", ""UnitedStates""}]","GeoPosition[{35.7413553, -95.3601535}]",other,"Missing[""NoInput""]",It was a giant sparkler going across the night sky at a high speed.,92,5,14
42097.20833,"Entity[""City"", {""Salinas"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{36.6901821, -121.6337145}]",changing,"Quantity[2, ""Hours""]",UFOs use eclipse and clouds to their advantage.,93,6,14
42097.45694,"Entity[""City"", {""Portland"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{45.5369506, -122.649971}]",fireball,"Quantity[30, ""Seconds""]",Bright red ball shaped light.,93,6,14
42097.66667,"Entity[""City"", {""WestHartford"", ""Connecticut"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Connecticut"", ""UnitedStates""}]","GeoPosition[{41.7665678, -72.7549435}]",diamond,"Quantity[3, ""Hours""]",At dusk noticed bright object in the lower western sky before full moon rose in the east. It was brighter than a star and seem illumina,93,6,14
42097.69236,"Entity[""City"", {""Seneca"", ""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","GeoPosition[{34.6808149, -82.9659654}]",disk,"Quantity[20, ""Seconds""]",White disk came through contrail of large plane and veered away at fast speed.,93,6,14
42097.83333,"Entity[""City"", {""Denver"", ""Colorado"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Colorado"", ""UnitedStates""}]","GeoPosition[{39.7618487, -104.8806251}]",other,"Quantity[6, ""Minutes""]",Orange lights floating in the sky then disappearing,93,6,14
42097.83333,"Entity[""City"", {""Ellsworth"", ""Maine"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Maine"", ""UnitedStates""}]","GeoPosition[{44.5829304, -68.4800944}]",circle,"Quantity[30, ""Minutes""]",Circular object with blue/ subtle red lights blinking sat in one spot for half hour,93,6,14
42097.83333,"Entity[""City"", {""MyrtleBeach"", ""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","GeoPosition[{33.7108008, -78.8858621}]",circle,"Quantity[1, ""Minutes""]","Looking at the full moon over the Ocean. Then saw 2 fire red circular objects , about 300 yards apart in the sky moving very slowly, dr",93,6,14
42097.84722,"Entity[""City"", {""Lansdale"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{40.2416541, -75.2812079}]",oval,"Quantity[4, ""Minutes""]",Multiple bright red objects flying in various formations from North West to Southeast approx 20 miles NW of PIA,93,6,14
42097.85417,"Entity[""City"", {""Denver"", ""Colorado"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Colorado"", ""UnitedStates""}]","GeoPosition[{39.7618487, -104.8806251}]",sphere,"Quantity[3, ""Minutes""]",15 red orbs seen in formation across the sky.,93,6,14
42097.875,"Entity[""City"", {""Essex"", ""Maryland"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Maryland"", ""UnitedStates""}]","GeoPosition[{39.304969, -76.4470758}]",circle,"Quantity[20, ""Seconds""]","Bright white orb over Essex, Maryland.",93,6,14
42097.91667,"Entity[""City"", {""RanchoMirage"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.760352, -116.4287947}]",circle,"Quantity[2, ""Minutes""]",Three orange/red objects tracking across the sky. Easily visible; viewed clearly by 4 adults.,93,6,14
42098.08333,"Entity[""City"", {""Roswell"", ""Georgia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Georgia"", ""UnitedStates""}]","GeoPosition[{34.039453, -84.3509459}]",light,"Quantity[2, ""Seconds""]","Green round light, made an arc flight pattern. Cows upset, could be heard, crying like sound.",94,7,14
42098.10417,"Entity[""City"", {""OrmondBeach"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{29.2946261, -81.0949678}]",light,"Quantity[30, ""Minutes""]","Lightning flash, followed by floating bright light seen in Ormond Beach, FL, early Easter morning.",94,7,14
