Date,City,State,Position,Shape,Duration,Summary,DayOfYear,DayOfWeek,WeekNum
42315.75347,"Entity[""City"", {""Benicia"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{38.0688, -122.1509457}]",cigar,"Quantity[5, ""Minutes""]",Arrow shaped reflexion pointing toward bright light in the sky. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""Danville"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.8121909, -121.9699547}]",cone,"Quantity[5, ""Minutes""]","Cone shape ascending SW direction, upward...similar to rocket type vapor trail. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.75347,"Entity[""City"", {""Fremont"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.4943734, -121.9411173}]",changing,"Quantity[7, ""Minutes""]",Bright light projecting beams beneath and leaving cloud trails behind. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""HuntingtonBeach"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.6905687, -118.00933}]",light,"Quantity[20, ""Seconds""]",3 witnesses saw a conical beam of light with a starting point that was round and white.((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""Indio"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.7299277, -116.2359957}]",light,"Quantity[4, ""Minutes""]",Slow moving white light with smoke seen by two people. ((NUFORC Note: U. S. Navy ICBM missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""LagunaBeach"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.5429235, -117.7624658}]",changing,"Quantity[30, ""Minutes""]",Extremely bright white light came into atmosphere over ocean; object the exploded. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""LasVegas"", ""Nevada"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Nevada"", ""UnitedStates""}]","GeoPosition[{36.2277116, -115.2640448}]",light,"Quantity[2, ""Minutes""]",We saw this very bright light in the sky that didn't move and the light showed a haze. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""LosAngeles"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.0193936, -118.4108248}]",fireball,"Quantity[3, ""Minutes""]","Fireball w/white and green beams of light ,, blowing white smokey mist. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.75347,"Entity[""City"", {""MarinaDelRey"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.9815095, -118.4532292}]","Missing[""NotAvailable""]","Quantity[5, ""Minutes""]",Orange object that ballooned into a huge hazy aura. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""Napa"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{38.2978718, -122.3007407}]",changing,"Quantity[7, ""Minutes""]",White and green light. Changing directions and shape. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""Oakland"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.7698573, -122.2256401}]","Missing[""NotAvailable""]","Quantity[2, ""Minutes""]",Extreme light. Huge smoke trail behind object. Light suddenly vanished. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""SanBernardino"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.1392611, -117.2953165}]",circle,"Quantity[5, ""Minutes""]",Blue trail of light and a bright circle of light moving in the sky. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""SanDiego"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{32.8152995, -117.134993}]",diamond,"Quantity[5, ""Minutes""]",Orange Diamond like shape light with a long tail. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""SanDiego"", ""Cesar"", ""Colombia""}]","Entity[""AdministrativeDivision"", {""Colorado"", ""UnitedStates""}]","GeoPosition[{10.33, -73.19}]",light,"Quantity[2, ""Minutes""]",Orange light turned white then what seemed smoke came out of it. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""SanJacinto"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.7951219, -116.9919568}]","Missing[""NotAvailable""]","Quantity[3, ""Minutes""]",Green light and bright light shining down on earth. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75347,"Entity[""City"", {""Temecula"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.5019227, -117.1245625}]",light,"Quantity[2, ""Minutes""]","Burst of white light, green trail, spherical vapor. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.75694,"Entity[""City"", {""ChulaVista"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{32.6276701, -117.0151695}]","Missing[""NotAvailable""]","Quantity[15, ""Minutes""]",Bright light followed by a white cloud that continued to grow. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75694,"Entity[""City"", {""HuntingtonBeach"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.6905687, -118.00933}]",circle,"Quantity[5, ""Minutes""]",My oldest started saying he saw a shooting star or a helicopter. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75694,"Entity[""City"", {""Lemoore"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{36.2959537, -119.7982556}]","Missing[""NotAvailable""]","Quantity[5, ""Minutes""]","Bright light through an approaching fog spume, big circle of vapor, then V-cloud. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.75694,"Entity[""City"", {""MorenoValley"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.9232527, -117.2056845}]",other,"Quantity[5, ""Minutes""]",Alien ship spotted over moreno valley california. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75694,"Entity[""City"", {""Oxnard"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.2023461, -119.2046028}]",light,"Quantity[15, ""Minutes""]",Huge bright light!! ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75694,"Entity[""City"", {""SanDiego"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{32.8152995, -117.134993}]",fireball,"Quantity[2, ""Minutes""]",Changed from a spot of bright white light into blue fog and a big neon circle. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75694,"Entity[""City"", {""SanDiego"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{32.8152995, -117.134993}]",oval,"Quantity[5, ""Minutes""]",Large round circle of fog and in that circle was a green small oval of fog. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75694,"Entity[""City"", {""SouthGate"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.9441585, -118.1927614}]",light,"Quantity[20, ""Minutes""]",Strange bright light with a trail of blue streaked across the night sky. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75833,"Entity[""City"", {""Gardnerville"", ""Nevada"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Nevada"", ""UnitedStates""}]","GeoPosition[{38.9390063, -119.7368856}]",cone,"Quantity[1, ""Minutes""]",Bright obj. traveled S to N through W sky left a bright green contrail. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.75903,"Entity[""City"", {""SantaCruz"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{36.974385, -122.0352679}]","Missing[""NotAvailable""]","Quantity[1, ""Minutes""]",Craft emitting large white vapor cone with green beam tail. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.76042,"Entity[""City"", {""Folsom"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{38.675957, -121.1476563}]",light,"Quantity[5, ""Minutes""]","Saw a light followed by fire. then changed from fire to light, then a blurry line. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.76042,"Entity[""City"", {""LasVegas"", ""Nevada"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Nevada"", ""UnitedStates""}]","GeoPosition[{36.2277116, -115.2640448}]",circle,"Quantity[10, ""Minutes""]",Bright light in sky.,311,7,45
42315.76042,"Entity[""City"", {""MarinaDelRey"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.9815095, -118.4532292}]",light,"Quantity[5, ""Minutes""]",Marina del Rey White lights and blue tube of light with white mist. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.76042,"Entity[""City"", {""Modesto"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.6609092, -120.9890523}]",teardrop,"Quantity[10, ""Minutes""]",Bright teardrop shaped obj. moving across the night sky with glowing light trailing.((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.76042,"Entity[""City"", {""Oceanside"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.2245718, -117.3062269}]",circle,"Quantity[4, ""Minutes""]","Yellowish orangish light approached as a plane. Then the obj. stopped, turned white.((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.76042,"Entity[""City"", {""Oceanside"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.2245718, -117.3062269}]",triangle,"Quantity[15, ""Minutes""]",Green gas light blob then a series of lights flashing forming into a triangle. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.76042,"Entity[""City"", {""PalmSprings"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.8008982, -116.5379926}]","Missing[""NotAvailable""]","Quantity[20, ""Minutes""]","Large bluish glow/light seen in sky in Palm Springs, CA. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.76042,"Entity[""City"", {""SanPablo"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.962725, -122.3424549}]",other,"Quantity[3, ""Minutes""]",Light coming out of cloud I thought was a helicopter with spot light behind a cloud. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.76042,"Entity[""City"", {""Visalia"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{36.3271538, -119.3234086}]",light,"Quantity[15, ""Minutes""]","light in Visalia, CA, on 11/07/15. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.76389,"Entity[""City"", {""LaQuinta"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.6417665, -116.273943}]",light,"Quantity[10, ""Minutes""]",White light turns really bright then leaves blue light behind. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.76389,"Entity[""City"", {""Turlock"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.505214, -120.8587636}]",light,"Quantity[15, ""Seconds""]","Bright light erratic trajectory moving NW fast, leaving fluorescent trail. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.77083,"Entity[""City"", {""Buellton"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.6154975, -120.1942368}]",fireball,"Quantity[5, ""Minutes""]",Southern CA UFO sighting large blue cloud. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.77083,"Entity[""City"", {""Corona"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.862352, -117.5638573}]",light,"Quantity[2, ""Minutes""]",Bright white light in the sky. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.77083,"Entity[""City"", {""Fallbrook"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.3704205, -117.2263408}]",other,"Quantity[15, ""Minutes""]",Glowing green cloud-like orb hanging in night sky. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.77083,"Entity[""City"", {""Glendale"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.5331113, -112.1899006}]","Missing[""NotAvailable""]","Missing[""NoInput""]",Bright white light with small green streak in the middle. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.77083,"Entity[""City"", {""SantaClarita"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.4048756, -118.5047007}]",light,"Quantity[25, ""Seconds""]",Bright white light. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.77083,"Entity[""City"", {""Palmdale"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.5913162, -118.1090011}]",other,"Quantity[10, ""Minutes""]",Bright light leaves mist and blue streak in sky after breaking apart. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.77083,"Entity[""City"", {""Placerville"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{38.7305438, -120.796965}]",other,"Quantity[10, ""Minutes""]",Comet-like sighting in Northern California. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.77083,"Entity[""City"", {""Sacramento"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{38.5665924, -121.4686318}]",triangle,"Quantity[15, ""Minutes""]","Object went from S to N, bright light with contrail, obj. seem have several stages. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.77639,"Entity[""City"", {""GraniteBay"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{38.757402, -121.168915}]",light,"Quantity[30, ""Seconds""]",Cone shaped light seen in sky. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.77778,"Entity[""City"", {""Camarillo"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.2218233, -119.0321535}]",light,"Quantity[5, ""Minutes""]",A/c shot out clouds of white mist in a circular form very bright glowing sensation. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.78125,"Entity[""City"", {""Carlsbad"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.1239089, -117.2828349}]",circle,"Quantity[1, ""Minutes""]",Appeared orange molten metal streaking high speed leaving trail of molten material. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.78819,"Entity[""City"", {""Cotati"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{38.328492, -122.7100491}]",light,"Quantity[8, ""Minutes""]",Strange light with green streak. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.78958,"Entity[""City"", {""Tucson"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{32.1542888, -110.8710622}]","Missing[""NotAvailable""]","Quantity[5, ""Minutes""]",A bright light with white round hue turning into a blue hue in a straight line. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""ArizonaCity"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{32.7507871, -111.6704539}]",circle,"Quantity[5, ""Minutes""]","Red to white ""flare"" that emitted a fog. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.79167,"Entity[""City"", {""Campbell"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.2802323, -121.9543517}]",circle,"Quantity[5, ""Minutes""]","Cone of light, bright blue contrail and symmetrical vapor cloud. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.79167,"Entity[""City"", {""ChippewaFalls"", ""Wisconsin"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Wisconsin"", ""UnitedStates""}]","GeoPosition[{44.934888, -91.3893365}]",light,"Quantity[3, ""Minutes""]",2 Reddish orange glowing/flickering orbs,311,7,45
42315.79167,"Entity[""City"", {""EagleMountain"", ""Utah"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Utah"", ""UnitedStates""}]","GeoPosition[{40.3142354, -112.0026846}]",light,"Quantity[5, ""Minutes""]",4 Witnesses see U.F.O in Eagle Mountain. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""EagleMountain"", ""Utah"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Utah"", ""UnitedStates""}]","GeoPosition[{40.3142354, -112.0026846}]",light,"Quantity[5, ""Minutes""]","Unnatural bright light emitted from the sky, illuminated the hill side blue. ((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.79167,"Entity[""City"", {""ElCajon"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{32.801659, -116.9604818}]",chevron,"Quantity[5, ""Minutes""]",This is a clear HD video - someone took in LA professional camera! ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""Escondido"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.1336477, -117.073223}]",light,"Quantity[2, ""Minutes""]",Bright lite object. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""Gallup"", ""NewMexico"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewMexico"", ""UnitedStates""}]","GeoPosition[{35.5138294, -108.7437666}]","Missing[""NotAvailable""]","Quantity[30, ""Seconds""]",Strange controlled beam of light emitting out of the sky. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""Gilbert"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.3102088, -111.7421907}]",light,"Quantity[12, ""Minutes""]",Cloud of light moving slowly across the sky then vanished.. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""Kingman"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{35.2168025, -114.0167338}]",light,"Quantity[5, ""Minutes""]",Sudden bright white/blue light in the sky seemed to have a dome of of lighter color.((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""LitchfieldPark"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.5017614, -112.3594696}]",light,"Quantity[10, ""Minutes""]",White light with smoky aura in SW sky then disappears and replaced with blue light. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""Moab"", ""Utah"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Utah"", ""UnitedStates""}]","GeoPosition[{38.5746397, -109.5515284}]","Missing[""NotAvailable""]","Quantity[10, ""Minutes""]",Bright light in the sky with corresponding dust/cloud on the ground. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""Murrieta"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.5718867, -117.1906619}]",light,"Quantity[10, ""Minutes""]",Two white flashes with a green line from a moving white object. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""Paulden"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{34.8898889, -112.493777}]",light,"Quantity[5, ""Minutes""]",A bright light heading towards me; then looked like it exploded. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""Peoria"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.649738, -112.251584}]",cone,"Quantity[5, ""Minutes""]",Very bright in the sky through clouds glowing haze around it hard to make out. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""Phoenix"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.5721625, -112.0879662}]",circle,"Quantity[3, ""Minutes""]",A blue streak/hazey to the southwestern side. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""Phoenix"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.5721625, -112.0879662}]",light,"Quantity[15, ""Minutes""]",Bright white light – brighter and further north than incoming airlines flights. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""SpringCreek"", ""Nevada"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Nevada"", ""UnitedStates""}]","GeoPosition[{40.7388233, -115.5967502}]",light,"Quantity[10, ""Minutes""]",Large white lighted cloud 15 miles Across Seen Elko Nv ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79167,"Entity[""City"", {""SpringCreek"", ""Nevada"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Nevada"", ""UnitedStates""}]","GeoPosition[{40.7388233, -115.5967502}]",light,"Quantity[10, ""Minutes""]",Large White lighted cloud 15 miles Across Seen Elko Nv ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79236,"Entity[""City"", {""Buckeye"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.4301183, -112.6471382}]",light,"Quantity[3, ""Minutes""]",Bright light appeared through what seemed to be fog on a clear night. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79236,"Entity[""City"", {""Goodyear"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.389655, -112.398977}]",cone,"Quantity[2, ""Minutes""]",Radiating Clouds. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79306,"Entity[""City"", {""Lindon"", ""Utah"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Utah"", ""UnitedStates""}]","GeoPosition[{40.3408446, -111.7175482}]",other,"Quantity[30, ""Seconds""]","The light looked like a giant spot light, but much bigger and brighter.((NUFORC Note: U. S. Navy missile launch. PD))",311,7,45
42315.79514,"Entity[""City"", {""Buckeye"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.4301183, -112.6471382}]",cone,"Quantity[45, ""Minutes""]",Strange blue light above the western horizon lasting 45 minutes. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79514,"Entity[""City"", {""Kuna"", ""Idaho"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Idaho"", ""UnitedStates""}]","GeoPosition[{43.493092, -116.418936}]",cone,"Quantity[3, ""Minutes""]",Light with cone shaped mist. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.79861,"Entity[""City"", {""Phoenix"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.5721625, -112.0879662}]",circle,"Quantity[3, ""Minutes""]",Bluish-green plume of smoke or exhaust then gone.,311,7,45
42315.8,"Entity[""City"", {""Phoenix"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.5721625, -112.0879662}]",light,"Quantity[3, ""Minutes""]",Bright single white light seen for 2 minutes in West Phoenix. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.80208,"Entity[""City"", {""BullheadCity"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{35.129773, -114.5611485}]",light,"Quantity[3, ""Minutes""]",Highly visible diffuse blue light with obvious darker blue spectra. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.80208,"Entity[""City"", {""Hurley"", ""NewMexico"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewMexico"", ""UnitedStates""}]","GeoPosition[{32.6985552, -108.1319659}]",light,"Quantity[5, ""Minutes""]",I noticed this light in the middle of darkness. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.80208,"Entity[""City"", {""OakLawn"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{41.7134365, -87.7525598}]",light,"Quantity[7, ""Seconds""]",Helicopter Chasing White Light. This is the 2nd time reporting this. 5/8/2012 now 11/7/2015,311,7,45
42315.80208,"Entity[""City"", {""SantaRosa"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{38.4468158, -122.7061362}]",circle,"Quantity[2, ""Minutes""]",It hovered for several minutes then left a beam of light and a large mushroom cloud.((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
42315.80208,"Entity[""City"", {""Tucson"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{32.1542888, -110.8710622}]",light,"Quantity[10, ""Minutes""]",Bright white light spot lighting up a cloudy area turned to green lighting cloud. ((NUFORC Note: U. S. Navy missile launch. PD)),311,7,45
